"Reversed left context";"Reversed center";"Left context";"Center";"Punct";"Right context";"Title";"Author";"Birthday";"Header";"Created";"Sphere";"Type";"Topic";"Publication";"Publ_year";"Medium";"Ambiguity";"Audience_age";"Sentences";"Words";"Full context";"Example source"
" ымьрют йошьлоБ ,олкетс еончарзорп себен хытсуП";"еоселеб";"Пустых небес прозрачное стекло, Большой тюрьмы";"белесое";" ";"строенье И хода крестного торжественное пенье";"А. А. Ахматова. «Пустых небес прозрачное стекло…» (1914)";"А. А. Ахматова";"1889";"«Пустых небес прозрачное стекло…»";"1914";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"";"43";"Пустых небес прозрачное стекло, Большой тюрьмы белесое строенье И хода крестного торжественное пенье Над Волховом, синеющим светло.";"7f4c89fee0677f6403dcdd2715c3f6b9:0:6"
" мищюенис ,мовохлоВ даН еьнеп еонневтсежрот огонтсерк";"олтевс";"крестного торжественное пенье Над Волховом, синеющим";"светло";".  ";"";"А. А. Ахматова. «Пустых небес прозрачное стекло…» (1914)";"А. А. Ахматова";"1889";"«Пустых небес прозрачное стекло…»";"1914";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"";"43";"Пустых небес прозрачное стекло, Большой тюрьмы белесое строенье И хода крестного торжественное пенье Над Волховом, синеющим светло.";"7f4c89fee0677f6403dcdd2715c3f6b9:0:16"
"";"неокопС";"";"Спокоен";" ";"ход простых суровых дней, Покорно все";"А. А. Ахматова. «Спокоен ход простых суровых дней…» (1914)";"А. А. Ахматова";"1889";"«Спокоен ход простых суровых дней…»";"1914";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"";"20";"Спокоен ход простых суровых дней, Покорно все приемлю превращенья.";"a25348191e706168eba60d8ebe5a549f:1:0"
" хытсорп дох неокопС";"хыворус";"Спокоен ход простых";"суровых";" ";"дней, Покорно все приемлю превращенья.";"А. А. Ахматова. «Спокоен ход простых суровых дней…» (1914)";"А. А. Ахматова";"1889";"«Спокоен ход простых суровых дней…»";"1914";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"";"20";"Спокоен ход простых суровых дней, Покорно все приемлю превращенья.";"a25348191e706168eba60d8ebe5a549f:1:3"
" ";"лА";"";"Ал";". ";"";"А. А. Ахматова. «Ты первый, ставший у источника…» (1914)";"А. А. Ахматова";"1889";"«Ты первый, ставший у источника…»";"1914";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"5";"38";"Ал.  Блоку";"69485cdb8213ae0a9160880222bd323e:0:0"
" ,ытевЦ ";"еындолох";"Цветы,";"холодные";" ";"от рос И близкой осени дыханья";"А. А. Ахматова. «Цветы, холодные от рос…» (1914)";"А. А. Ахматова";"1889";"«Цветы, холодные от рос…»";"1914";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"4";"66";"Цветы, холодные от рос И близкой осени дыханья, Я рву для пышных, жарких кос, Еще не знавших увяданья.";"fa13c35acf8a86460aeb580f91ccd57b:0:1"
"-оншуд ичон хи В";"йоняломс";"В их ночи душно-";"смоляной";", ";"Повитой сладостною тайной, Они надышатся весной";"А. А. Ахматова. «Цветы, холодные от рос…» (1914)";"А. А. Ахматова";"1889";"«Цветы, холодные от рос…»";"1914";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"4";"66";"В их ночи душно-смоляной, Повитой сладостною тайной, Они надышатся весной Ее красы необычайной.";"fa13c35acf8a86460aeb580f91ccd57b:1:4"
" ,адас огоксромирп агород теенреЧ ";"ытлеЖ";"Чернеет дорога приморского сада,";"Желты";" ";"и свежи фонари.";"А. А. Ахматова. «Чернеет дорога приморского сада…» (1914)";"А. А. Ахматова";"1889";"«Чернеет дорога приморского сада…»";"1914";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"6";"39";"Чернеет дорога приморского сада, Желты и свежи фонари.";"966448c1ce95891817a21a8bf57a57db:0:4"
" ьнечо Я";"яанйокопс";"Я очень";"спокойная";". ";"";"А. А. Ахматова. «Чернеет дорога приморского сада…» (1914)";"А. А. Ахматова";"1889";"«Чернеет дорога приморского сада…»";"1914";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"6";"39";"Я очень спокойная.  Только не надо Со мною о нем говорить.";"966448c1ce95891817a21a8bf57a57db:1:2"
" каК ,иман дан тудуб ыцясем еикгел";"еынженс";"легкие месяцы будут над нами, Как";"снежные";" ";"звезды, лететь.  <Март> 1914";"А. А. Ахматова. «Чернеет дорога приморского сада…» (1914)";"А. А. Ахматова";"1889";"«Чернеет дорога приморского сада…»";"1914";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"6";"39";"И легкие месяцы будут над нами, Как снежные звезды, лететь.  <Март> 1914";"966448c1ce95891817a21a8bf57a57db:5:7"
" ером олет енм олижеН";"еенис";"Нежило мне тело море";"синее";", ";"Звонко, звонко пели птицы томные.";"А. А. Ахматова. «Я любимого нигде не встретила…» (1914)";"А. А. Ахматова";"1889";"«Я любимого нигде не встретила…»";"1914";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"8";"81";"Нежило мне тело море синее, Звонко, звонко пели птицы томные.";"c6beae07a52faaadb24d7b3f7eaffa1e:3:4"
" ысок узарс иледесоП яени иксал то";"еынмет";"от ласки инея Поседели сразу косы";"темные";".  ";"";"А. А. Ахматова. «Я любимого нигде не встретила…» (1914)";"А. А. Ахматова";"1889";"«Я любимого нигде не встретила…»";"1914";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"8";"81";"А в родной стране от ласки инея Поседели сразу косы темные.";"c6beae07a52faaadb24d7b3f7eaffa1e:4:10"
" ";"ЙЫЛЕБ";"";"БЕЛЫЙ";" ";"ДОМ";"А. А. Ахматова. Белый дом  («Морозное солнце. С парада…») (1914)";"А. А. Ахматова";"1889";"Белый дом  («Морозное солнце. С парада…»)";"1914";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"13";"96";"БЕЛЫЙ ДОМ Морозное солнце.";"22514d7c121fc092de0f86928e18068c:0:0"
" яени ьзовкС";"юулеб";"Сквозь инея";"белую";" ";"сетку Малиновый каплет свет.";"А. А. Ахматова. Белый дом  («Морозное солнце. С парада…») (1914)";"А. А. Ахматова";"1889";"Белый дом  («Морозное солнце. С парада…»)";"1914";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"13";"96";"Сквозь инея белую сетку Малиновый каплет свет.";"22514d7c121fc092de0f86928e18068c:5:2"
" отч итчоп лыб мод ьседЗ";"йылеб";"Здесь дом был почти что";"белый";", ";"Стеклянное крыльцо.";"А. А. Ахматова. Белый дом  («Морозное солнце. С парада…») (1914)";"А. А. Ахматова";"1889";"Белый дом  («Морозное солнце. С парада…»)";"1914";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"13";"96";"Здесь дом был почти что белый, Стеклянное крыльцо.";"22514d7c121fc092de0f86928e18068c:6:5"
" отЧ ,теанз ен откин ,ондив ,И";"оголеб";"И, видно, никто не знает, Что";"белого";" ";"дома нет.  Июль 1914 Слепнево";"А. А. Ахматова. Белый дом  («Морозное солнце. С парада…») (1914)";"А. А. Ахматова";"1889";"Белый дом  («Морозное солнце. С парада…»)";"1914";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"13";"96";"И, видно, никто не знает, Что белого дома нет.  Июль 1914 Слепнево";"22514d7c121fc092de0f86928e18068c:12:6"
" яслиуртс чалп оТ ,хемс йындем от";"йытсирберес";"то медный смех, То плач струился";"серебристый";".  ";"";"А. А. Ахматова. Ответ  («Какие странные слова…») (1914)";"А. А. Ахматова";"1889";"Ответ  («Какие странные слова…»)";"1914";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"7";"59";"Семь дней звучал то медный смех, То плач струился серебристый.";"f243c7ad4c7569bf3179d9820393b349:5:9"
" омиМ ,онив илип ,илавецнаТ от-адгок ым";"хылеб";"мы когда-то Танцевали, пили вино, Мимо";"белых";" ";"колонн Сената, Туда, где темно, темно.";"А. А. Ахматова. Побег  («Нам бы только до взморья добраться…») (1914)";"А. А. Ахматова";"1889";"Побег  («Нам бы только до взморья добраться…»)";"1914";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"16";"125";"Мимо зданий, где мы когда-то Танцевали, пили вино, Мимо белых колонн Сената, Туда, где темно, темно.";"72ba78ace1a74c2d7c95a510a4529aa2:5:9"
" едг ,адуТ ,атанеС ннолок хылеб омиМ";"онмет";"Мимо белых колонн Сената, Туда, где";"темно";", ";"темно.";"А. А. Ахматова. Побег  («Нам бы только до взморья добраться…») (1914)";"А. А. Ахматова";"1889";"Побег  («Нам бы только до взморья добраться…»)";"1914";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"16";"125";"Мимо зданий, где мы когда-то Танцевали, пили вино, Мимо белых колонн Сената, Туда, где темно, темно.";"72ba78ace1a74c2d7c95a510a4529aa2:5:14"
" ,онмет едг ,адуТ ,атанеС ннолок хылеб";"онмет";"белых колонн Сената, Туда, где темно,";"темно";".  ";"";"А. А. Ахматова. Побег  («Нам бы только до взморья добраться…») (1914)";"А. А. Ахматова";"1889";"Побег  («Нам бы только до взморья добраться…»)";"1914";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"16";"125";"Мимо зданий, где мы когда-то Танцевали, пили вино, Мимо белых колонн Сената, Туда, где темно, темно.";"72ba78ace1a74c2d7c95a510a4529aa2:5:15"
" А";"еонреч";"А";"черное";" ";"небо светало, Нас окликнул кто-то с";"А. А. Ахматова. Побег  («Нам бы только до взморья добраться…») (1914)";"А. А. Ахматова";"1889";"Побег  («Нам бы только до взморья добраться…»)";"1914";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"16";"125";"А черное небо светало, Нас окликнул кто-то с моста, Я руками обеими сжала На груди цепочку креста.";"72ba78ace1a74c2d7c95a510a4529aa2:14:1"
" ебулап ан ботЧ ,янем сенв ,укчовед";"йолеб";"девочку, внес меня, Чтоб на палубе";"белой";" ";"яхты Встретить свет нетленного дня.   Июнь 1914 Слепнево";"А. А. Ахматова. Побег  («Нам бы только до взморья добраться…») (1914)";"А. А. Ахматова";"1889";"Побег  («Нам бы только до взморья добраться…»)";"1914";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"16";"125";"Обессиленную, на руках ты, Словно девочку, внес меня, Чтоб на палубе белой яхты Встретить свет нетленного дня.   Июнь 1914 Слепнево";"72ba78ace1a74c2d7c95a510a4529aa2:15:11"
" алавылпирп енм оК";"яанелез";"Ко мне приплывала";"зеленая";" ";"рыба, Ко мне прилетала белая чайка";"А. А. Ахматова. У самого моря  («Бухты изрезали низкий берег…») (1914)";"А. А. Ахматова";"1889";"У самого моря  («Бухты изрезали низкий берег…»)";"1914";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"103";"1362";"Ко мне приплывала зеленая рыба, Ко мне прилетала белая чайка, А я была дерзкой, злой и веселой И вовсе не знала, что это – счастье.";"92e722c8b297682bca43832f634e06d8:3:3"
" алателирп енм оК ,абыр яанелез алавылпирп";"яалеб";"приплывала зеленая рыба, Ко мне прилетала";"белая";" ";"чайка, А я была дерзкой, злой";"А. А. Ахматова. У самого моря  («Бухты изрезали низкий берег…») (1914)";"А. А. Ахматова";"1889";"У самого моря  («Бухты изрезали низкий берег…»)";"1914";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"103";"1362";"Ко мне приплывала зеленая рыба, Ко мне прилетала белая чайка, А я была дерзкой, злой и веселой И вовсе не знала, что это – счастье.";"92e722c8b297682bca43832f634e06d8:3:8"
" алавыраз косеп В";"еотлеж";"В песок зарывала";"желтое";" ";"платье, Чтоб ветер не сдул, не";"А. А. Ахматова. У самого моря  («Бухты изрезали низкий берег…») (1914)";"А. А. Ахматова";"1889";"У самого моря  («Бухты изрезали низкий берег…»)";"1914";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"103";"1362";"В песок зарывала желтое платье, Чтоб ветер не сдул, не унес бродяга, И уплывала далеко в море, На темных, теплых волнах лежала.";"92e722c8b297682bca43832f634e06d8:4:3"
" аН ,ером в окелад алавылпу И";"хынмет";"И уплывала далеко в море, На";"темных";", ";"теплых волнах лежала.";"А. А. Ахматова. У самого моря  («Бухты изрезали низкий берег…») (1914)";"А. А. Ахматова";"1889";"У самого моря  («Бухты изрезали низкий берег…»)";"1914";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"103";"1362";"В песок зарывала желтое платье, Чтоб ветер не сдул, не унес бродяга, И уплывала далеко в море, На темных, теплых волнах лежала.";"92e722c8b297682bca43832f634e06d8:4:18"
" ,хынмет аН ,ером в окелад алавылпу";"хылпет";"уплывала далеко в море, На темных,";"теплых";" ";"волнах лежала.";"А. А. Ахматова. У самого моря  («Бухты изрезали низкий берег…») (1914)";"А. А. Ахматова";"1889";"У самого моря  («Бухты изрезали низкий берег…»)";"1914";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"103";"1362";"В песок зарывала желтое платье, Чтоб ветер не сдул, не унес бродяга, И уплывала далеко в море, На темных, теплых волнах лежала.";"92e722c8b297682bca43832f634e06d8:4:19"
" ьсалилоМ юьтаворк дереп моречев А";"йонмет";"А вечером перед кроватью Молилась";"темной";" ";"иконке, Чтоб град не побил черешен";"А. А. Ахматова. У самого моря  («Бухты изрезали низкий берег…») (1914)";"А. А. Ахматова";"1889";"У самого моря  («Бухты изрезали низкий берег…»)";"1914";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"103";"1362";"А вечером перед кроватью Молилась темной иконке, Чтоб град не побил черешен, Чтоб крупная рыба ловилась И чтобы хитрый бродяга Не заметил желтого платья.";"92e722c8b297682bca43832f634e06d8:9:5"
" литемаз еН агядорб йыртих ыботч И";"оготлеж";"И чтобы хитрый бродяга Не заметил";"желтого";" ";"платья.";"А. А. Ахматова. У самого моря  («Бухты изрезали низкий берег…») (1914)";"А. А. Ахматова";"1889";"У самого моря  («Бухты изрезали низкий берег…»)";"1914";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"103";"1362";"А вечером перед кроватью Молилась темной иконке, Чтоб град не побил черешен, Чтоб крупная рыба ловилась И чтобы хитрый бродяга Не заметил желтого платья.";"92e722c8b297682bca43832f634e06d8:9:22"
" енм сенирп нО";"еылеб";"Он принес мне";"белые";" ";"розы, Мускатные белые розы, И спросил";"А. А. Ахматова. У самого моря  («Бухты изрезали низкий берег…») (1914)";"А. А. Ахматова";"1889";"У самого моря  («Бухты изрезали низкий берег…»)";"1914";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"103";"1362";"Он принес мне белые розы, Мускатные белые розы, И спросил меня кротко: «Можно С тобой посидеть на камнях?»";"92e722c8b297682bca43832f634e06d8:16:3"
" еынтаксуМ ,ызор еылеб енм сенирп нО";"еылеб";"Он принес мне белые розы, Мускатные";"белые";" ";"розы, И спросил меня кротко: «Можно";"А. А. Ахматова. У самого моря  («Бухты изрезали низкий берег…») (1914)";"А. А. Ахматова";"1889";"У самого моря  («Бухты изрезали низкий берег…»)";"1914";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"103";"1362";"Он принес мне белые розы, Мускатные белые розы, И спросил меня кротко: «Можно С тобой посидеть на камнях?»";"92e722c8b297682bca43832f634e06d8:16:6"
" аланотсаЗ икулзар ьлоб яанйат А";"юолеб";"А тайная боль разлуки Застонала";"белою";" ";"чайкой Над серой полынной степью, Над";"А. А. Ахматова. У самого моря  («Бухты изрезали низкий берег…») (1914)";"А. А. Ахматова";"1889";"У самого моря  («Бухты изрезали низкий берег…»)";"1914";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"103";"1362";"А тайная боль разлуки Застонала белою чайкой Над серой полынной степью, Над пустынной, мертвой Корсунью.";"92e722c8b297682bca43832f634e06d8:30:5"
" даН йокйач юолеб аланотсаЗ икулзар ьлоб";"йорес";"боль разлуки Застонала белою чайкой Над";"серой";" ";"полынной степью, Над пустынной, мертвой Корсунью.";"А. А. Ахматова. У самого моря  («Бухты изрезали низкий берег…») (1914)";"А. А. Ахматова";"1889";"У самого моря  («Бухты изрезали низкий берег…»)";"1914";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"103";"1362";"А тайная боль разлуки Застонала белою чайкой Над серой полынной степью, Над пустынной, мертвой Корсунью.";"92e722c8b297682bca43832f634e06d8:30:8"
" И укчопец екнагыц аладто Я";"йотолоз";"Я отдала цыганке цепочку И";"золотой";" ";"крестильный крестик.";"А. А. Ахматова. У самого моря  («Бухты изрезали низкий берег…») (1914)";"А. А. Ахматова";"1889";"У самого моря  («Бухты изрезали низкий берег…»)";"1914";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"103";"1362";"Я отдала цыганке цепочку И золотой крестильный крестик.";"92e722c8b297682bca43832f634e06d8:36:5"
" йокчодуд С ,еьталп мокторок в ,хателсарб";"йолеб";"браслетах, в коротком платье, С дудочкой";"белой";" ";"в руках прохладных.";"А. А. Ахматова. У самого моря  («Бухты изрезали низкий берег…») (1914)";"А. А. Ахматова";"1889";"У самого моря  («Бухты изрезали низкий берег…»)";"1914";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"103";"1362";"Девушка стала мне часто сниться ― В узких браслетах, в коротком платье, С дудочкой белой в руках прохладных.";"92e722c8b297682bca43832f634e06d8:45:13"
" тедяС";"яанйокопс";"Сядет";"спокойная";", ";"долго смотрит, И о печали моей";"А. А. Ахматова. У самого моря  («Бухты изрезали низкий берег…») (1914)";"А. А. Ахматова";"1889";"У самого моря  («Бухты изрезали низкий берег…»)";"1914";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"103";"1362";"Сядет спокойная, долго смотрит, И о печали моей не спросит, И о печали своей не скажет, Только плечо мое нежно гладит.";"92e722c8b297682bca43832f634e06d8:46:1"
" етанмок В ,йовилджод йомиз ьсалинемс ьнесО";"йолеб";"Осень сменилась зимой дождливой, В комнате";"белой";" ";"от окон дуло; И плющ мотался";"А. А. Ахматова. У самого моря  («Бухты изрезали низкий берег…») (1914)";"А. А. Ахматова";"1889";"У самого моря  («Бухты изрезали низкий берег…»)";"1914";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"103";"1362";"Осень сменилась зимой дождливой, В комнате белой от окон дуло; И плющ мотался по стенке сада.";"92e722c8b297682bca43832f634e06d8:50:6"
" олербодоп гурдВ";"еонмет";"Вдруг подобрело";"темное";" ";"море, Ласточки в гнезда свои вернулись";"А. А. Ахматова. У самого моря  («Бухты изрезали низкий берег…») (1914)";"А. А. Ахматова";"1889";"У самого моря  («Бухты изрезали низкий берег…»)";"1914";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"103";"1362";"Вдруг подобрело темное море, Ласточки в гнезда свои вернулись, И сделалась красной земля от маков, И весело стало опять на взморье.";"92e722c8b297682bca43832f634e06d8:56:2"
" ьсалаледс И ,ьсилунрев иовс адзенг в";"йонсарк";"в гнезда свои вернулись, И сделалась";"красной";" ";"земля от маков, И весело стало";"А. А. Ахматова. У самого моря  («Бухты изрезали низкий берег…») (1914)";"А. А. Ахматова";"1889";"У самого моря  («Бухты изрезали низкий берег…»)";"1914";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"103";"1362";"Вдруг подобрело темное море, Ласточки в гнезда свои вернулись, И сделалась красной земля от маков, И весело стало опять на взморье.";"92e722c8b297682bca43832f634e06d8:56:11"
" колуереп лыБ";"мынженс";"Был переулок";"снежным";" ";"и недлинным.";"А. А. Ахматова. «Покинув рощи родины священной…» [[«Покинув рощи родины священной...»], 1] (1914-1915)";"А. А. Ахматова";"1889";"«Покинув рощи родины священной…»";"1914-1915";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"9";"198";"О, зимние таинственные дни, И милый труд, и легкая усталость, И розы в умывальном кувшине! Был переулок снежным и недлинным. И против двери к нам стеной алтарной Воздвигнут храм святой Екатерины.";"37a1e91f1228b0f5666dafde07bb9636:3:2"
" аН онсарпан еиншаречв ыделс иовС угенс";"йонделб";"снегу Свои следы вчерашние напрасно На";"бледной";", ";"чистой пелене ища, И вдоль реки";"А. А. Ахматова. «Покинув рощи родины священной…» [[«Покинув рощи родины священной...»], 1] (1914-1915)";"А. А. Ахматова";"1889";"«Покинув рощи родины священной…»";"1914-1915";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"9";"198";"Как рано я из дома выходила, И часто по нетронутому снегу Свои следы вчерашние напрасно На бледной, чистой пелене ища, И вдоль реки, где шхуны, как голубки, Друг к другу нежно, нежно прижимаясь, О сером взморье до весны тоскуют, ― Я подходила к старому мосту.";"37a1e91f1228b0f5666dafde07bb9636:5:16"
" О ,ьсяамижирп онжен ,онжен угурд к";"морес";"к другу нежно, нежно прижимаясь, О";"сером";" ";"взморье до весны тоскуют, ― Я подходила";"А. А. Ахматова. «Покинув рощи родины священной…» [[«Покинув рощи родины священной...»], 1] (1914-1915)";"А. А. Ахматова";"1889";"«Покинув рощи родины священной…»";"1914-1915";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"9";"198";"Как рано я из дома выходила, И часто по нетронутому снегу Свои следы вчерашние напрасно На бледной, чистой пелене ища, И вдоль реки, где шхуны, как голубки, Друг к другу нежно, нежно прижимаясь, О сером взморье до весны тоскуют, ― Я подходила к старому мосту.";"37a1e91f1228b0f5666dafde07bb9636:5:34"
" в йешырк йомас доП ,уктелк ан";"монзярг";"на клетку, Под самой крышей в";"грязном";", ";"шумном доме, Где он, как чиж";"А. А. Ахматова. «Покинув рощи родины священной…» [[«Покинув рощи родины священной...»], 1] (1914-1915)";"А. А. Ахматова";"1889";"«Покинув рощи родины священной…»";"1914-1915";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"9";"198";"Там комната, похожая на клетку, Под самой крышей в грязном, шумном доме, Где он, как чиж, свистал перед мольбертом И жаловался весело, и грустно О радости небывшей говорил.";"37a1e91f1228b0f5666dafde07bb9636:6:9"
" аН онжоверт я аледялг ,олакрез в";"йырес";"в зеркало, глядела я тревожно На";"серый";" ";"холст, и с каждою неделей Все";"А. А. Ахматова. «Покинув рощи родины священной…» [[«Покинув рощи родины священной...»], 1] (1914-1915)";"А. А. Ахматова";"1889";"«Покинув рощи родины священной…»";"1914-1915";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"9";"198";"Как в зеркало, глядела я тревожно На серый холст, и с каждою неделей Все горше и страннее было сходство Мое с моим изображеньем новым.";"37a1e91f1228b0f5666dafde07bb9636:7:7"
" зи я мыроток С ,йылим кинжодух";"йобулог";"художник милый, С которым я из";"голубой";" ";"мансарды Через окно на крышу выходила";"А. А. Ахматова. «Покинув рощи родины священной…» [[«Покинув рощи родины священной...»], 1] (1914-1915)";"А. А. Ахматова";"1889";"«Покинув рощи родины священной…»";"1914-1915";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"9";"198";"Теперь не знаю, где художник милый, С которым я из голубой мансарды Через окно на крышу выходила И по карнизу шла над смертной бездной, Чтоб видеть снег, Неву и облака, ― Но чувствую, что Музы наши дружны Беспечной и пленительною дружбой, Как девушки, не знавшие любви.  1914 ― <Март> 1915";"37a1e91f1228b0f5666dafde07bb9636:8:10"
" ебен в и ,ястеакремС";"менис-онмет";"Смеркается, и в небе";"темно-синем";", ";"Где так недавно храм Ерусалимский Таинственным";"А. А. Ахматова. «Смеркается, и в небе темно-синем…» [[«Покинув рощи родины священной...»], 2] (1914-1916)";"А. А. Ахматова";"1889";"«Смеркается, и в небе темно-синем…»";"1914-1916";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"8";"150";"Смеркается, и в небе темно-синем, Где так недавно храм Ерусалимский Таинственным сиял великолепьем, Лишь две звезды над путаницей веток, И снег летит откуда-то не сверху, А словно подымается с земли, Ленивый, ласковый и осторожный.";"ed0167233da8f245e69f98544426a399:1:4"
" хеТ илажел иктсепел удюсв отдуб каК";"отлеж";"Как будто всюду лепестки лежали Тех";"желто";"-";"розовых некрупных роз, Название которых я";"А. А. Ахматова. «Смеркается, и в небе темно-синем…» [[«Покинув рощи родины священной...»], 2] (1914-1916)";"А. А. Ахматова";"1889";"«Смеркается, и в небе темно-синем…»";"1914-1916";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"8";"150";"Когда я вышла, ослепил меня Прозрачный отблеск на вещах и лицах, Как будто всюду лепестки лежали Тех желто-розовых некрупных роз, Название которых я забыла.";"ed0167233da8f245e69f98544426a399:3:17"
"-отлеж хеТ илажел иктсепел удюсв отдуб";"хывозор";"будто всюду лепестки лежали Тех желто-";"розовых";" ";"некрупных роз, Название которых я забыла.";"А. А. Ахматова. «Смеркается, и в небе темно-синем…» [[«Покинув рощи родины священной...»], 2] (1914-1916)";"А. А. Ахматова";"1889";"«Смеркается, и в небе темно-синем…»";"1914-1916";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"8";"150";"Когда я вышла, ослепил меня Прозрачный отблеск на вещах и лицах, Как будто всюду лепестки лежали Тех желто-розовых некрупных роз, Название которых я забыла.";"ed0167233da8f245e69f98544426a399:3:18"
" итед илимроК ,хакчивакур в икур яавывосорП";"хыртсеп";"Просовывая руки в рукавичках, Кормили дети";"пестрых";" ";"жадных уток, Что кувыркались в проруби";"А. А. Ахматова. «Смеркается, и в небе темно-синем…» [[«Покинув рощи родины священной...»], 2] (1914-1916)";"А. А. Ахматова";"1889";"«Смеркается, и в небе темно-синем…»";"1914-1916";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"8";"150";"И на мосту, сквозь ржавые перила Просовывая руки в рукавичках, Кормили дети пестрых жадных уток, Что кувыркались в проруби чернильной.";"ed0167233da8f245e69f98544426a399:5:12"
" мытамхол даН ецнлос еовонилам И";"мызис";"И малиновое солнце Над лохматым";"сизым";" ";"дымом…";"А. А. Ахматова. «Я пришла к поэту в гости…» (07.01.1914)";"А. А. Ахматова";"1889";"«Я пришла к поэту в гости…»";"07.01.1914";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"9";"66";"И малиновое солнце Над лохматым сизым дымом…";"1239d51e3b9b0b49518752eb844e337b:5:5"
" емод В еьнесерксов ,ьнедлоп йынмыД ,адесеб";"морес";"беседа, Дымный полдень, воскресенье В доме";"сером";" ";"и высоком У морских ворот Невы.  <7> января 1914";"А. А. Ахматова. «Я пришла к поэту в гости…» (07.01.1914)";"А. А. Ахматова";"1889";"«Я пришла к поэту в гости…»";"07.01.1914";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"9";"66";"Но запомнится беседа, Дымный полдень, воскресенье В доме сером и высоком У морских ворот Невы.  <7> января 1914";"1239d51e3b9b0b49518752eb844e337b:8:8"
" еытсуП ";"ылеб";"Пустые";"белы";" ";"святки.";"А. А. Ахматова. «Пустые белы святки…» (07.01.1914-19.01.1914)";"А. А. Ахматова";"1889";"«Пустые белы святки…»";"07.01.1914-19.01.1914";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"";"14";"Пустые белы святки. Мети, метель, мети.";"1fadc1acda53add0e62436275d79b84a:0:1"
" отк ,тот ботЧ";"неокопс";"Чтоб тот, кто";"спокоен";" ";"в своем дому, Раскрывши окно, сказал";"А. А. Ахматова. «Углем наметил на левом боку…» (31.01.1914)";"А. А. Ахматова";"1889";"«Углем наметил на левом боку…»";"31.01.1914";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"5";"55";"Чтоб тот, кто спокоен в своем дому, Раскрывши окно, сказал: «Голос знакомый, а слов не пойму», ― И опустил глаза.  31 января 1914 Петербург";"1dad501ccae2ecc66f8f323554e4b68a:4:3"
