"Reversed left context";"Reversed center";"Left context";"Center";"Punct";"Right context";"Title";"Author";"Birthday";"Header";"Created";"Sphere";"Type";"Topic";"Publication";"Publ_year";"Medium";"Ambiguity";"Audience_age";"Sentences";"Words";"Full context";"Example source"
" хишав хартС имарвок илисеваз адгот ,илгом";"хывозор";"могли, тогда завесили коврами Страх ваших";"розовых";" ";"ушей…";"О. Э. Мандельштам. Собачья склока  («Когда тяжелый зной гранил большие плиты…») (1921-1929)";"О. Э. Мандельштам";"1891";"Собачья склока  («Когда тяжелый зной гранил большие плиты…»)";"1921-1929";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"38";"610";"Когда Париж кругом давился чудесами, В трусливой подлости своей Вы, как могли, тогда завесили коврами Страх ваших розовых ушей…";"fcfd898bbd7be46a53613c813464ac75:7:17"
" С ― йокругиф юокпурх ен ― юешнакилев И";"мынтевцхерт";"И великаншею ― не хрупкою фигуркой ― С";"трехцветным";" ";"поясом встает Перед облупленной расстрелом штукатуркой";"О. Э. Мандельштам. Собачья склока  («Когда тяжелый зной гранил большие плиты…») (1921-1929)";"О. Э. Мандельштам";"1891";"Собачья склока  («Когда тяжелый зной гранил большие плиты…»)";"1921-1929";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"38";"610";"И великаншею ― не хрупкою фигуркой ― С трехцветным поясом встает Перед облупленной расстрелом штукатуркой, Нам утешенье подает, Из рук временщика высокую корону В три дня французам возвратит, Раздавит армию и, угрожая трону, Булыжный кучей шевелит.";"fcfd898bbd7be46a53613c813464ac75:15:6"
" имяьчуР йокясв изярг аварпирп яатсинялсам едГ";"имынреч";"Где маслянистая приправа грязи всякой Ручьями";"черными";" ";"течет.";"О. Э. Мандельштам. Собачья склока  («Когда тяжелый зной гранил большие плиты…») (1921-1929)";"О. Э. Мандельштам";"1891";"Собачья склока  («Когда тяжелый зной гранил большие плиты…»)";"1921-1929";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"38";"610";"Прабабка городов, лавровая столица, Народами окружена, Чье имя на устах у всех племен святится, Затмив другие имена, Отныне ты, Париж, ― презренная клоака, Ты ― свалка гнусных нечистот, Где маслянистая приправа грязи всякой Ручьями черными течет.";"fcfd898bbd7be46a53613c813464ac75:20:32"
" в и мамод оп тядох отЧ";"хывозор";"Что ходят по домам и в";"розовых";" ";"гостиных Выклянчивают орденок.";"О. Э. Мандельштам. Собачья склока  («Когда тяжелый зной гранил большие плиты…») (1921-1929)";"О. Э. Мандельштам";"1891";"Собачья склока  («Когда тяжелый зной гранил большие плиты…»)";"1921-1929";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"38";"610";"Ты ― сброд бездельников и шалопаев чинных И трусов с головы до ног, Что ходят по домам и в розовых гостиных Выклянчивают орденок.";"fcfd898bbd7be46a53613c813464ac75:21:18"
" ан есв тугялаН ,анищворетсам удурт к";"йылпет";"к труду мастеровщина, Налягут все на";"теплый";" ";"бок, Когтями мясо рвут, хрустит в";"О. Э. Мандельштам. Собачья склока  («Когда тяжелый зной гранил большие плиты…») (1921-1929)";"О. Э. Мандельштам";"1891";"Собачья склока  («Когда тяжелый зной гранил большие плиты…»)";"1921-1929";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"38";"610";"И, как охочая к труду мастеровщина, Налягут все на теплый бок, Когтями мясо рвут, хрустит в зубах щетина, ― Отдельный нужен всем кусок.";"fcfd898bbd7be46a53613c813464ac75:35:9"
" йовс алисукирп янигянК ,киноп и лунгордзв";"йывозор";"вздрогнул и поник, Княгиня прикусила свой";"розовый";" ";"язык, И вся в лицо ей";"О. Э. Мандельштам. Сыновья Аймона  («Пришли четыре брата во дворец большой руки…») (1921-1929)";"О. Э. Мандельштам";"1891";"Сыновья Аймона  («Пришли четыре брата во дворец большой руки…»)";"1921-1929";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"41";"630";"Когда Рено услышал, он вздрогнул и поник, Княгиня прикусила свой розовый язык, И вся в лицо ей бросилась, как муравейник, кровь.";"c2f3776b67608972500642b5b3a46289:18:10"
" ,хяншюнок в хи етьватсоП ,хигурд ирт";"хылтевс";"три других, Поставьте их в конюшнях,";"светлых";" ";"и больших, И дайте им отборных";"О. Э. Мандельштам. Сыновья Аймона  («Пришли четыре брата во дворец большой руки…») (1921-1929)";"О. Э. Мандельштам";"1891";"Сыновья Аймона  («Пришли четыре брата во дворец большой руки…»)";"1921-1929";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"41";"630";"«Там стреножена лошадь Рено и три других, Поставьте их в конюшнях, светлых и больших, И дайте им отборных овсов золотых».";"c2f3776b67608972500642b5b3a46289:26:11"
" восво хынробто ми етйад И ,хишьлоб";"хытолоз";"больших, И дайте им отборных овсов";"золотых";"».  ";"";"О. Э. Мандельштам. Сыновья Аймона  («Пришли четыре брата во дворец большой руки…») (1921-1929)";"О. Э. Мандельштам";"1891";"Сыновья Аймона  («Пришли четыре брата во дворец большой руки…»)";"1921-1929";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"41";"630";"«Там стреножена лошадь Рено и три других, Поставьте их в конюшнях, светлых и больших, И дайте им отборных овсов золотых».";"c2f3776b67608972500642b5b3a46289:26:19"
" ыцинтсел лазерс могиМ ,тител мерабук ,ьдашол";"йынелез";"лошадь, кубарем летит, Мигом срезал лестницы";"зеленый";" ";"малахит.";"О. Э. Мандельштам. Сыновья Аймона  («Пришли четыре брата во дворец большой руки…») (1921-1929)";"О. Э. Мандельштам";"1891";"Сыновья Аймона  («Пришли четыре брата во дворец большой руки…»)";"1921-1929";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"41";"630";"Илья почуял лошадь, кубарем летит, Мигом срезал лестницы зеленый малахит.";"c2f3776b67608972500642b5b3a46289:27:8"
" И ,тералк йынчолбя и ,кесап хичумерд";"еонмет";"дремучих пасек, и яблочный кларет, И";"темное";" ";"густое вино, ублюдок старых лет.";"О. Э. Мандельштам. Сыновья Аймона  («Пришли четыре брата во дворец большой руки…») (1921-1929)";"О. Э. Мандельштам";"1891";"Сыновья Аймона  («Пришли четыре брата во дворец большой руки…»)";"1921-1929";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"41";"630";"Хрустит душистый рябчик и голубиный хрящ, Рвут крылышки на части, так, что трещит в ушах; Пьют мед дремучих пасек, и яблочный кларет, И темное густое вино, ублюдок старых лет.";"c2f3776b67608972500642b5b3a46289:32:23"
" овтсдытссеб долп тинолк И ,еоксром олакрез";"еотолоз";"зеркало морское, И клонит плод бесстыдство";"золотое";"; ";"Свет от меня бежит в нивесть";"О. Э. Мандельштам. Телохранители  («И я подчас иду сторонкой, смят, убит…») (1921-1929)";"О. Э. Мандельштам";"1891";"Телохранители  («И я подчас иду сторонкой, смят, убит…»)";"1921-1929";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"13";"274";"И вот, когда в прелестно ― дикий час Мне, всем, ― ручьи любви журчат И россыпью ракет ночная твердь зажглась, И тьмой смыт каждый циферблат, ― В звездах прозрачно зеркало морское, И клонит плод бесстыдство золотое; Свет от меня бежит в нивесть ― страну, Морей окраинных курчавлю я волну.";"0e066c4c4ee433f78a935cd904213751:10:32"
" ястеьб ечгеЛ ,илшыв уцилу аН йеретам";"еоворус";"матерей На улицу вышли, Легче бьется";"суровое";" ";"Сердце отцов.";"О. Э. Мандельштам. Троица  («Ангелы матерей…») (1921-1929)";"О. Э. Мандельштам";"1891";"Троица  («Ангелы матерей…»)";"1921-1929";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"7";"94";"Ангелы матерей На улицу вышли, Легче бьется суровое Сердце отцов.";"b44f16bba9234cec10702429892863cb:2:7"
" И ,ыбыр обен тюачак хиовс хакинвалп";"еытолоз";"плавниках своих качают небо рыбы, И";"золотые";" ";"кольца плавают на лоне вод, Танцует";"О. Э. Мандельштам. Троица  («Ангелы матерей…») (1921-1929)";"О. Э. Мандельштам";"1891";"Троица  («Ангелы матерей…»)";"1921-1929";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"7";"94";"На плавниках своих качают небо рыбы, И золотые кольца плавают на лоне вод, Танцует солнце на спине дворняги, Из Божья образа выходят жизни глыбы, И в час единственный в горящей этой влаге Брат узнает сестру и радостно поет.";"b44f16bba9234cec10702429892863cb:6:7"
" конитоб ябет У ,адюс ьватс угон";"йижыр";"ногу ставь сюда, У тебя ботинок";"рыжий";", ";"Не годится никуда.";"О. Э. Мандельштам. Чистильщик  («Подойди ко мне поближе…») (1921-1929)";"О. Э. Мандельштам";"1891";"Чистильщик  («Подойди ко мне поближе…»)";"1921-1929";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"";"31";"Подойди ко мне поближе, Крепче ногу ставь сюда, У тебя ботинок рыжий, Не годится никуда.";"dcdf565c3d8a305bcf834658301b5a6a:1:11"
" ,момерк ущичоп оге Я";"йонреЧ";"Я его почищу кремом,";"Черной";" ";"бархаткой натру, Чтобы желтым стал совсем";"О. Э. Мандельштам. Чистильщик  («Подойди ко мне поближе…») (1921-1929)";"О. Э. Мандельштам";"1891";"Чистильщик  («Подойди ко мне поближе…»)";"1921-1929";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"";"31";"Я его почищу кремом, Черной бархаткой натру, Чтобы желтым стал совсем он, Словно солнце поутру.";"dcdf565c3d8a305bcf834658301b5a6a:2:4"
" ыботЧ ,уртан йоктахраб йонреЧ ,момерк ущичоп";"мытлеж";"почищу кремом, Черной бархаткой натру, Чтобы";"желтым";" ";"стал совсем он, Словно солнце поутру.";"О. Э. Мандельштам. Чистильщик  («Подойди ко мне поближе…») (1921-1929)";"О. Э. Мандельштам";"1891";"Чистильщик  («Подойди ко мне поближе…»)";"1921-1929";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"";"31";"Я его почищу кремом, Черной бархаткой натру, Чтобы желтым стал совсем он, Словно солнце поутру.";"dcdf565c3d8a305bcf834658301b5a6a:2:8"
" илемотсуп-ыраш еытудан-еытуД";"мынтевцонзаР";"Дутые-надутые шары-пустомели";"Разноцветным";" ";"облаком на ниточке висели, Баловали-плавали";"О. Э. Мандельштам. Шары  («Дутые-надутые шары-пустомели…») (1921-1929)";"О. Э. Мандельштам";"1891";"Шары  («Дутые-надутые шары-пустомели…»)";"1921-1929";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"25";"224";"Дутые-надутые шары-пустомели Разноцветным облаком на ниточке висели, Баловали-плавали, друг друга толкали, Своего меньшого брата затирали.";"1879ea8946d660510a7187c3e2b682d9:1:4"
" ,енм адеБ ― ";"умонелез";"― Беда мне,";"зеленому";", ";"от шара-буяна, От страшного красного";"О. Э. Мандельштам. Шары  («Дутые-надутые шары-пустомели…») (1921-1929)";"О. Э. Мандельштам";"1891";"Шары  («Дутые-надутые шары-пустомели…»)";"1921-1929";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"25";"224";"― Беда мне, зеленому, от шара-буяна, От страшного красного шара-голована.";"1879ea8946d660510a7187c3e2b682d9:2:2"
" огоншартс тО ,аняуб-араш то ,умонелез";"огонсарк";"зеленому, от шара-буяна, От страшного";"красного";" ";"шара-голована.";"О. Э. Мандельштам. Шары  («Дутые-надутые шары-пустомели…») (1921-1929)";"О. Э. Мандельштам";"1891";"Шары  («Дутые-надутые шары-пустомели…»)";"1921-1929";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"25";"224";"― Беда мне, зеленому, от шара-буяна, От страшного красного шара-голована.";"1879ea8946d660510a7187c3e2b682d9:2:8"
" шымеирП ,шынелшымсен раш я ,комуоден-раш";"йынелез";"шар-недоумок, я шар несмышленыш, Приемыш";"зеленый";", ";"глупый найденыш.";"О. Э. Мандельштам. Шары  («Дутые-надутые шары-пустомели…») (1921-1929)";"О. Э. Мандельштам";"1891";"Шары  («Дутые-надутые шары-пустомели…»)";"1921-1929";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"25";"224";"Я шар-недоумок, я шар несмышленыш, Приемыш зеленый, глупый найденыш.";"1879ea8946d660510a7187c3e2b682d9:3:7"
" аЗ равьлуб ан медйоП ― :акчупирх-акнамраШ";"юолеб";"Шарманка-хрипучка: ― Пойдем на бульвар За";"белою";" ";"тучкой: И мне веселей, И вам";"О. Э. Мандельштам. Шары  («Дутые-надутые шары-пустомели…») (1921-1929)";"О. Э. Мандельштам";"1891";"Шары  («Дутые-надутые шары-пустомели…»)";"1921-1929";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"25";"224";"Увидела шар Шарманка-хрипучка: ― Пойдем на бульвар За белою тучкой: И мне веселей, И вам будет лучше.";"1879ea8946d660510a7187c3e2b682d9:5:8"
" ебрев аН";"онреч";"На вербе";"черно";" ";"От разной забавы.";"О. Э. Мандельштам. Шары  («Дутые-надутые шары-пустомели…») (1921-1929)";"О. Э. Мандельштам";"1891";"Шары  («Дутые-надутые шары-пустомели…»)";"1921-1929";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"25";"224";"На вербе черно От разной забавы. Гуляют шары ― Надутые павы.";"1879ea8946d660510a7187c3e2b682d9:6:2"
" аН ыраш-ибулог ,хЭ ― ";"йолеб";"― Эх, голуби-шары На";"белой";" ";"нитке, Распродам я вас, шары, Буду";"О. Э. Мандельштам. Шары  («Дутые-надутые шары-пустомели…») (1921-1929)";"О. Э. Мандельштам";"1891";"Шары  («Дутые-надутые шары-пустомели…»)";"1921-1929";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"25";"224";"― Эх, голуби-шары На белой нитке, Распродам я вас, шары, Буду не в убытке!";"1879ea8946d660510a7187c3e2b682d9:11:4"
" ыраш тяровоГ";"еыволил";"Говорят шары";"лиловые";": ― ";"Мы не пряники медовые, Мы на";"О. Э. Мандельштам. Шары  («Дутые-надутые шары-пустомели…») (1921-1929)";"О. Э. Мандельштам";"1891";"Шары  («Дутые-надутые шары-пустомели…»)";"1921-1929";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"25";"224";"Говорят шары лиловые: ― Мы не пряники медовые, Мы на ниточке дрожим, Захотим и улетим.";"1879ea8946d660510a7187c3e2b682d9:12:2"
" ― еынвилан ыраш ястажып ,ястащропоТ";"еыволиЛ";"Топорщатся, пыжатся шары наливные ―";"Лиловые";", ";"красные и голубые: ― Возьми нас, пожалуйста";"О. Э. Мандельштам. Шары  («Дутые-надутые шары-пустомели…») (1921-1929)";"О. Э. Мандельштам";"1891";"Шары  («Дутые-надутые шары-пустомели…»)";"1921-1929";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"25";"224";"Топорщатся, пыжатся шары наливные ― Лиловые, красные и голубые: ― Возьми нас, пожалуйста, если не жалко, Мы ходим не попросту, а вперевалку.";"1879ea8946d660510a7187c3e2b682d9:17:4"
" ,еыволиЛ ― еынвилан ыраш ястажып ,ястащропоТ";"еынсарк";"Топорщатся, пыжатся шары наливные ― Лиловые,";"красные";" ";"и голубые: ― Возьми нас, пожалуйста, если";"О. Э. Мандельштам. Шары  («Дутые-надутые шары-пустомели…») (1921-1929)";"О. Э. Мандельштам";"1891";"Шары  («Дутые-надутые шары-пустомели…»)";"1921-1929";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"25";"224";"Топорщатся, пыжатся шары наливные ― Лиловые, красные и голубые: ― Возьми нас, пожалуйста, если не жалко, Мы ходим не попросту, а вперевалку.";"1879ea8946d660510a7187c3e2b682d9:17:5"
" и еынсарк ,еыволиЛ ― еынвилан ыраш ястажып";"еыбулог";"пыжатся шары наливные ― Лиловые, красные и";"голубые";": ― ";"Возьми нас, пожалуйста, если не жалко";"О. Э. Мандельштам. Шары  («Дутые-надутые шары-пустомели…») (1921-1929)";"О. Э. Мандельштам";"1891";"Шары  («Дутые-надутые шары-пустомели…»)";"1921-1929";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"25";"224";"Топорщатся, пыжатся шары наливные ― Лиловые, красные и голубые: ― Возьми нас, пожалуйста, если не жалко, Мы ходим не попросту, а вперевалку.";"1879ea8946d660510a7187c3e2b682d9:17:7"
" ,шынедйан тов А ,мовилто миьнилвап С";"йынелеЗ";"С павлиньим отливом, А вот найденыш,";"Зеленый";" ";"несмышленыш!";"О. Э. Мандельштам. Шары  («Дутые-надутые шары-пустомели…») (1921-1929)";"О. Э. Мандельштам";"1891";"Шары  («Дутые-надутые шары-пустомели…»)";"1921-1929";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"25";"224";"Вот плавает шар С огнем горделивым, Вот балует шар С павлиньим отливом, А вот найденыш, Зеленый несмышленыш!";"1879ea8946d660510a7187c3e2b682d9:18:15"
" етйаминС ― ";"йынелез";"― Снимайте";"зеленый";", ";"Давайте мне с ниткой.";"О. Э. Мандельштам. Шары  («Дутые-надутые шары-пустомели…») (1921-1929)";"О. Э. Мандельштам";"1891";"Шары  («Дутые-надутые шары-пустомели…»)";"1921-1929";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"25";"224";"― Снимайте зеленый, Давайте мне с ниткой. Чего тебе, глупому, Ползать улиткой?";"1879ea8946d660510a7187c3e2b682d9:19:1"
" зИ ,йотапол юокновз юлмез доп илшаЗ";"йонзярг";"Зашли под землю звонкою лопатой, Из";"грязной";" ";"толщи вырывая уголь.";"О. Э. Мандельштам. Шахтеры Ньюкэстля  («Мы — углекопы Англии богатой…») (1921-1929)";"О. Э. Мандельштам";"1891";"Шахтеры Ньюкэстля  («Мы — углекопы Англии богатой…»)";"1921-1929";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"13";"207";"Мы ― углекопы Англии богатой, Нет ― мы кроты, на восемьдесят сажен Зашли под землю звонкою лопатой, Из грязной толщи вырывая уголь.";"aeab9e198021153e4664538bd681287e:1:16"
" ― ,тидорб иьлемездоп в отч ,худ йытялкорП";"йытавобулоГ";"Проклятый дух, что в подземельи бродит, ―";"Голубоватый";" ";"газ ― петлею мертвой Его задушит и";"О. Э. Мандельштам. Шахтеры Ньюкэстля  («Мы — углекопы Англии богатой…») (1921-1929)";"О. Э. Мандельштам";"1891";"Шахтеры Ньюкэстля  («Мы — углекопы Англии богатой…»)";"1921-1929";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"13";"207";"Проклятый дух, что в подземельи бродит, ― Голубоватый газ ― петлею мертвой Его задушит и на землю бросит.";"aeab9e198021153e4664538bd681287e:6:6"
" мимрок ыМ :йинеживд хиксечеволеч хынморгО тохорг";"мынреч";"грохот Огромных человеческих движений: Мы кормим";"черным";" ";"драгоценным хлебом Из недр земных тебя";"О. Э. Мандельштам. Шахтеры Ньюкэстля  («Мы — углекопы Англии богатой…») (1921-1929)";"О. Э. Мандельштам";"1891";"Шахтеры Ньюкэстля  («Мы — углекопы Англии богатой…»)";"1921-1929";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"13";"207";"А все же мы, заморыши немые, В подземном мире производим грохот Огромных человеческих движений: Мы кормим черным драгоценным хлебом Из недр земных тебя, о, великанша, Промышленность, ― тебя мы согреваем.";"aeab9e198021153e4664538bd681287e:9:16"
" ― ьбыз отэ ,ьбыз отЭ";"яанйокопс";"Это зыбь, это зыбь ―";"спокойная";" ";"моряна, Вскипающая пред зарей, Поющая с";"О. Э. Мандельштам. Это зыбь  («Это зыбь, это зыбь — спокойная моряна…») (1921-1929)";"О. Э. Мандельштам";"1891";"Это зыбь  («Это зыбь, это зыбь — спокойная моряна…»)";"1921-1929";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"7";"112";"Это зыбь, это зыбь ― спокойная моряна, Вскипающая пред зарей, Поющая с утра, как юная Светлана, Любовь и русый волос свой.";"eed0b4ad8d7824839c6810f72af99deb:1:4"
" и ьвобюЛ ,аналтевС яаню как ,арту";"йысур";"утра, как юная Светлана, Любовь и";"русый";" ";"волос свой.";"О. Э. Мандельштам. Это зыбь  («Это зыбь, это зыбь — спокойная моряна…») (1921-1929)";"О. Э. Мандельштам";"1891";"Это зыбь  («Это зыбь, это зыбь — спокойная моряна…»)";"1921-1929";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"7";"112";"Это зыбь, это зыбь ― спокойная моряна, Вскипающая пред зарей, Поющая с утра, как юная Светлана, Любовь и русый волос свой.";"eed0b4ad8d7824839c6810f72af99deb:1:17"
" воцберГ яачак оннежензар молкупыв елрог аН";"йывенчирок";"На горле выпуклом разнеженно качая Гребцов";"коричневый";" ";"народ.";"О. Э. Мандельштам. Это зыбь  («Это зыбь, это зыбь — спокойная моряна…») (1921-1929)";"О. Э. Мандельштам";"1891";"Это зыбь  («Это зыбь, это зыбь — спокойная моряна…»)";"1921-1929";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"7";"112";"Зыбь, льнущая к пескам, пространства орошая Душистой выжимкою вод, На горле выпуклом разнеженно качая Гребцов коричневый народ.";"eed0b4ad8d7824839c6810f72af99deb:2:15"
" йотэ зи ьбыз яагурд мотоП";"йолтевс";"Потом другая зыбь из этой";"светлой";" ";"спячки Выходит для свирепых буч, Раздутым";"О. Э. Мандельштам. Это зыбь  («Это зыбь, это зыбь — спокойная моряна…») (1921-1929)";"О. Э. Мандельштам";"1891";"Это зыбь  («Это зыбь, это зыбь — спокойная моряна…»)";"1921-1929";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"7";"112";"Потом другая зыбь из этой светлой спячки Выходит для свирепых буч, Раздутым теменем большеголовой качки Колотит крышу низких туч.";"eed0b4ad8d7824839c6810f72af99deb:3:5"
" ынилйерф имащом С атерак ,хартс йынйат";"йодес";"тайный страх, карета С мощами фрейлины";"седой";", ";"Что возвращается домой…1912,1927(?)";"О. Э. Мандельштам. Царское Село  («Поедем в Царское Село!..») (1912-1927)";"О. Э. Мандельштам";"1891";"Царское Село  («Поедем в Царское Село!..»)";"1912-1927";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"14";"98";"И возвращается домой ― Конечно, в царство этикета, Внушая тайный страх, карета С мощами фрейлины седой, Что возвращается домой…1912,1927(?)";"a1b53795f317f339dcd096fa3dea2506:13:14"
" В ,йыннечемаз ен мекин ,ункин И";"йындолох";"И никну, никем не замеченный, В";"холодный";" ";"и топкий приют, Приветственным шелестом встреченный";"О. Э. Мандельштам. «Из омута злого и вязкого…» (1910-1927)";"О. Э. Мандельштам";"1891";"«Из омута злого и вязкого…»";"1910-1927";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"";"53";"И никну, никем не замеченный, В холодный и топкий приют, Приветственным шелестом встреченный Коротких осенних минут.";"b048fb551b411f86a6a1debf2034b7d8:1:6"
"-оньлетремС ;теер огортс сурап йынморгО";"яанделб";"Огромный парус строго реет; Смертельно-";"бледная";" ";"волна Отпрянула ― и вновь она Коснуться";"О. Э. Мандельштам. «Как тень внезапных облаков…» (1910-1927)";"О. Э. Мандельштам";"1891";"«Как тень внезапных облаков…»";"1910-1927";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"";"34";"Огромный парус строго реет; Смертельно-бледная волна Отпрянула ― и вновь она Коснуться берега не смеет;";"84d0d72722ae20a0cacdbf70c5d8e6b8:1:5"
" тешялп и тидуГ";"йывозор";"Гудит и пляшет";"розовый";" ";"Сухой огонь березовый На кухне!";"О. Э. Мандельштам. Кухня  («Гудит и пляшет розовый…») (1925-1926)";"О. Э. Мандельштам";"1891";"Кухня  («Гудит и пляшет розовый…»)";"1925-1926";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"38";"279";"Гудит и пляшет розовый Сухой огонь березовый На кухне!";"32af0785e17221615c8a4b0378e6de5d:1:3"
" каК ,енакилев-елток В акритс ястирав";"еылеб";"варится стирка В котле-великане, Как";"белые";" ";"рыбы В воде-океане: Топорщится скатерть";"О. Э. Мандельштам. Кухня  («Гудит и пляшет розовый…») (1925-1926)";"О. Э. Мандельштам";"1891";"Кухня  («Гудит и пляшет розовый…»)";"1925-1926";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"38";"279";"И варится стирка В котле-великане, Как белые рыбы В воде-океане: Топорщится скатерть Большим осетром, Плывет белорыбицей, Вздулась шаром.";"32af0785e17221615c8a4b0378e6de5d:9:7"
" ан мошьлоб аН";"молеб";"На большом на";"белом";" ";"блюде ― И кисель с ним заодно.";"О. Э. Мандельштам. Кухня  («Гудит и пляшет розовый…») (1925-1926)";"О. Э. Мандельштам";"1891";"Кухня  («Гудит и пляшет розовый…»)";"1925-1926";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"38";"279";"На большом на белом блюде ― И кисель с ним заодно.";"32af0785e17221615c8a4b0378e6de5d:13:3"
" ,еикбиг ,еыволотс ,еынбелХ";"еыньлатс";"Хлебные, столовые, гибкие,";"стальные";", ";"Все ножи зубчатые, все ножи кривые.";"О. Э. Мандельштам. Кухня  («Гудит и пляшет розовый…») (1925-1926)";"О. Э. Мандельштам";"1891";"Кухня  («Гудит и пляшет розовый…»)";"1925-1926";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"38";"279";"Хлебные, столовые, гибкие, стальные, Все ножи зубчатые, все ножи кривые.";"32af0785e17221615c8a4b0378e6de5d:16:3"
"";"еытсирбереС";"";"Серебристые";" ";"ужи!";"О. Э. Мандельштам. Кухня  («Гудит и пляшет розовый…») (1925-1926)";"О. Э. Мандельштам";"1891";"Кухня  («Гудит и пляшет розовый…»)";"1925-1926";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"38";"279";"― Вы ножи мои, ножи! Серебристые ужи! У точильщика, у Клима, Замечательный нажим, И от каждого нажима Нож виляет, как налим.";"32af0785e17221615c8a4b0378e6de5d:21:0"
"";"еытсирбереС";"";"Серебристые";" ";"ужи!";"О. Э. Мандельштам. Кухня  («Гудит и пляшет розовый…») (1925-1926)";"О. Э. Мандельштам";"1891";"Кухня  («Гудит и пляшет розовый…»)";"1925-1926";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"38";"279";"― Вы ножи мои, ножи! Серебристые ужи!";"32af0785e17221615c8a4b0378e6de5d:25:0"
" анреЗ ― еынроворп икуР ынвеефомиТ У";"еынйефок";"У Тимофеевны Руки проворные ― Зерна";"кофейные";" ";"Черные-черные: Лезут, толкаются В узкое";"О. Э. Мандельштам. Кухня  («Гудит и пляшет розовый…») (1925-1926)";"О. Э. Мандельштам";"1891";"Кухня  («Гудит и пляшет розовый…»)";"1925-1926";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"38";"279";"У Тимофеевны Руки проворные ― Зерна кофейные Черные-черные: Лезут, толкаются В узкое горло И пробираются В темное жерло.";"32af0785e17221615c8a4b0378e6de5d:26:5"
" еынйефок анреЗ ― еынроворп икуР ынвеефомиТ У";"еынреЧ";"У Тимофеевны Руки проворные ― Зерна кофейные";"Черные";"-";"черные: Лезут, толкаются В узкое горло";"О. Э. Мандельштам. Кухня  («Гудит и пляшет розовый…») (1925-1926)";"О. Э. Мандельштам";"1891";"Кухня  («Гудит и пляшет розовый…»)";"1925-1926";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"38";"279";"У Тимофеевны Руки проворные ― Зерна кофейные Черные-черные: Лезут, толкаются В узкое горло И пробираются В темное жерло.";"32af0785e17221615c8a4b0378e6de5d:26:6"
